username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
LokiAgdistis,316662,24,268,8,74,321,63.32,Non-Binary,"Providence, ""Midgard"" 616",1994-05-28,,2010-04-14,2018-05-18 09:01:40,7.09,0,3814
KrAmMeR,276209,2,93,2,12,24,37.20,,,,,2009-12-31,2017-07-22 04:43:00,8.33,0,2168
lamunay,3465689,71,353,63,13,366,69.72,,,,,2014-01-06,2018-05-17 03:50:00,8.09,0,5193
Rae-chan,14523,6,31,6,2,20,13.98,Female,"crackville, California",,,2007-09-22,2009-06-27 18:22:00,8.04,13,807
Srenade,318867,0,0,0,0,0,0.00,,,,,2010-04-20,2010-07-07 07:23:00,0.0,0,0
Once_narutard,6139004,7,40,8,1,50,17.21,Female,"ribeirão preto, sp",2000-12-28,,2017-03-29,2017-11-05 12:14:00,8.69,0,1059
RJ17Boy,4475730,8,112,1,5,2,30.85,Male,,1994-04-26,,2015-02-20,2018-05-18 02:01:48,8.29,0,1806
shin-sama,349401,27,70,2,0,11,38.78,Female,Philippines,1995-06-25,,2010-07-02,2015-07-16 12:04:00,9.45,18,2353
Lluvy,292170,19,45,15,0,22,7.12,Female,,1989-01-01,,2010-02-08,2013-02-12 23:12:00,8.7,0,389
Rosalix,4473202,0,2,0,0,0,1.05,Female,"Redondo Beach, California",1999-03-12,,2015-02-18,2016-01-22 20:07:00,9.5,5,86
RiasTiamat,3020027,19,282,16,25,3,76.77,,Abyss,,,2013-08-09,2017-07-29 10:04:00,9.0,0,4575
sunspot,37802,4,107,0,0,110,43.78,Male,"Vilnius, Lithuania",1983-07-21,,2008-02-16,2018-05-18 08:01:53,7.98,0,2491
Sandman86,6206635,17,102,5,4,48,40.19,Male,"Dream land ,New Jersey",1994-12-03,,2017-04-25,2018-05-15 01:08:18,8.56,0,2302
Palmieri-sama,357996,24,183,6,5,23,104.16,Male,"S J Rio Preto, SP, Brazil",1980-11-14,,2010-07-20,2017-05-30 06:28:00,8.21,26,6074
Aniratac,425737,67,477,74,13,39,178.76,Female,Portugal,1996-11-02,,2010-12-28,1900-05-13 09:48:00,7.61,37,10836
Saeryun,4330707,52,356,24,23,181,76.27,Female,"Paraná, Brazil",1995-09-01,,2014-12-18,2018-05-17 17:50:22,6.97,0,4834
Shironi,1833822,32,222,3,10,27,54.50,Male,New Zealand,,,2012-11-29,2018-05-18 09:01:56,7.28,3,3315
RealisticDino,6188080,15,247,1,15,133,114.89,Male,,,,2017-04-17,2018-05-18 08:01:59,5.81,34,7174
kijioto,3912249,13,521,0,2,50,100.37,Male,"Rio de janeiro, Brasil",1997-04-08,,2014-07-09,2018-05-14 17:22:00,9.51,0,6788
wickedwitch,289361,3,1,0,1,0,1.25,Female,Turkey,1992-09-10,,2010-01-31,1900-01-02 12:31:00,7.0,0,72
raulx222,1588761,2,94,2,2,12,20.73,Male,Romania,1996-06-09,,2012-10-05,1900-05-05 15:39:00,8.44,0,1194
BakuhatsuK,5881543,70,397,37,0,98,92.20,,,,,2016-12-05,2018-05-18 06:02:03,0.0,1,6118
kaptaincucumber,5394346,25,335,3,58,58,139.89,Male,Australia,1998-11-27,,2016-05-07,1900-05-11 06:42:00,6.94,9,8351
Ryosei_Hime,7044,27,361,8,26,186,79.90,Non-Binary,"Indianapolis, Indiana",1987-03-13,,2007-07-07,1900-05-12 22:39:00,7.57,24,4785
Churkirby,277144,0,46,7,1,6,14.36,Male,"St. Albans, UK",1993-10-15,,2010-01-02,2017-11-18 21:02:00,8.16,0,779
wallchicken,5717576,3,49,1,1,43,25.88,Male,birigui,2002-02-05,,2016-09-23,2018-05-14 16:38:31,8.1,2,1569
Annabeiru,349497,56,255,51,12,21,99.35,Female,"Melbourne, Australia",1997-02-08,,2010-07-02,2013-01-22 04:26:00,7.03,23,6069
26paperstars,4520414,11,96,4,5,96,41.40,Female,,,,2015-03-27,1900-04-12 11:15:00,8.63,0,2523
ilikeapples12,167770,4,5,0,0,0,2.24,,,,,2009-04-07,2009-05-03 19:28:00,8.78,0,140
SpiritOfIchigo28,1420989,1,0,0,0,0,0.03,,,,,2012-07-26,2012-10-30 12:49:00,10.0,0,2
litya,4903482,0,81,8,5,109,24.24,,Moscow Russia ,2000-09-12,,2015-09-28,1900-05-02 08:20:00,6.81,1,1478
Phana,1510053,45,195,0,1,30,69.67,,,1996-05-30,,2012-09-12,1900-04-29 05:58:00,7.85,2,4202
_GetBacker_,1029135,24,154,0,0,44,60.46,Female,,1997-12-10,,2011-11-29,2017-11-23 02:18:00,9.95,0,3589
Jadefire79,5232718,44,156,2,12,33,99.62,Female,Germany,1979-07-09,,2016-03-01,1900-04-24 23:30:00,7.91,0,5982
kiralovesyou,69111,10,99,9,0,21,27.06,Female,,1994-12-06,,2008-06-17,2016-07-29 08:47:00,8.93,0,1641
Lanetti,541749,0,81,22,4,44,25.70,Female,Poland,1996-04-16,,2011-08-11,2017-01-02 05:55:00,7.72,0,1625
BlackHanyouMiko,219253,3,226,27,11,63,99.37,Female,,,,2009-08-10,1900-02-25 20:04:00,9.08,23,5809
enkfayeh,96782,39,337,3,18,80,139.60,,,,,2008-09-21,1900-03-28 00:11:00,8.12,0,8304
Sayane-Yumi,1214403,2,136,11,2,0,60.61,Female,"Colmar, France",1987-06-23,,2012-03-25,2017-10-20 05:24:00,8.53,0,3655
H-Ather,5118159,11,94,6,2,9,71.19,Female,Middle Earth.,2001-08-04,,2016-01-10,1900-05-15 07:46:00,8.01,0,4260
Farismohamed,4882592,8,440,9,0,138,144.88,Male,"Maroc, Fquih ben salah",1997-08-23,,2015-09-18,1900-05-16 05:52:00,8.71,12,8719
Arcanyne,3590803,31,95,43,6,46,37.25,Male,,1997-11-26,,2014-02-22,2016-07-02 23:34:00,6.83,0,2278
timaios,3764947,60,102,31,21,287,32.62,,"Uncertain, Texas",,,2014-05-09,1900-01-28 19:03:00,4.33,27,1930
Freshobsessed,56742,1,222,5,5,19,83.81,Male,"London, Ontario",1983-03-21,,2008-04-28,2016-09-12 00:57:00,7.76,0,4818
AverageIQ,6626222,2,56,0,0,0,20.17,Male,,1999-06-28,,2017-10-12,1900-02-26 07:35:00,7.43,0,1157
HitokiriAyu,406690,2,18,1,0,20,6.91,Male,"Toronto, Ontario",1994-04-15,,2010-11-11,2014-06-10 19:41:00,8.58,38,475
GuitarianRyan,14325,0,0,0,0,0,0.00,,,,,2007-09-21,2007-09-21 01:54:00,0.0,0,0
tro098,6587372,6,83,2,0,159,16.94,Male,"Virginia Beach, Virginia",2002-07-29,,2017-09-26,2018-05-18 04:02:33,9.45,0,1049
Rock1Lee,123466,12,143,0,0,0,64.19,,,,,2008-12-13,2012-06-26 01:50:00,8.06,0,3733
OmegaSpartan,26484,12,132,13,13,32,40.99,Male,,,,2007-12-16,1900-01-24 22:05:00,7.76,0,2412
Megalj,29000,4,138,0,0,0,49.67,Male,,1992-06-15,,2008-01-01,2010-05-20 22:37:00,7.3,1,2914
Yonringun,370192,20,189,0,0,62,68.59,Male,"DZ, Poland",1988-01-11,,2010-08-15,2016-10-08 04:59:00,9.65,0,4097
Namilin,4806112,3,79,0,0,13,80.40,Female,Portugal,,,2015-08-11,1900-05-04 14:28:00,7.5,0,6084
EliteToaster,2344063,5,330,8,12,234,40.95,Male,Winterwonderland,,,2013-03-24,2015-04-13 13:34:00,0.0,19,3143
Barldon,4468301,8,225,2,30,24,57.91,Male,"England, UK",1998-12-15,,2015-02-15,1900-05-06 12:42:00,6.8,17,3416
Lamunes,304210,3,0,0,0,0,0.46,Male,Japan,1996-04-01,,2010-03-13,2010-05-23 04:04:00,8.33,0,27
maria_holicx,136428,0,0,0,0,0,0.00,,,,,2009-01-18,2009-01-18 11:41:00,0.0,0,0
MrDeKat,113811,42,64,0,0,17,58.72,Male,"Asturias, Spain",1987-06-24,,2008-11-12,2013-06-04 14:52:00,6.49,6,3490
hal97,4821448,2,125,2,17,9,113.26,,,,,2015-08-18,2017-09-01 17:32:00,7.58,52,6764
NewFolder,480072,24,443,34,162,70,166.95,Male,532,2012-01-01,,2011-04-28,1900-05-15 18:45:00,8.23,14,9942
gusty24,3482647,2,7,0,0,21,5.56,Male,Lisbon,1996-06-27,,2014-01-12,2017-12-29 13:29:00,8.57,0,335
MeineAnimeWelt,3639709,8,324,5,5,113,59.84,Male,Germany,1993-09-13,,2014-03-18,1900-04-27 03:01:00,8.23,3,3573
Kiinho,313484,30,621,12,112,100,201.55,Male,France,,,2010-04-07,1900-05-09 07:28:00,6.34,65,11939
The-Kid,3681805,5,11,0,1,1,75.37,Male,Underworld,1998-10-14,,2014-04-06,2015-06-10 06:24:00,9.0,28,4562
ChibiNihon,169607,35,114,5,4,7,61.24,Female,Japan.,1993-07-15,,2009-04-12,2010-04-10 03:12:00,8.07,0,4085
KnightXV,57392,4,31,0,4,1,9.93,Male,,1995-07-02,,2008-05-01,2010-09-04 07:00:00,7.49,3,590
vampaireee,385016,7,41,0,0,11,19.23,Female,,1995-11-22,,2010-09-19,2015-09-07 22:05:00,7.69,12,1167
Mindovermatter08,66001,0,0,0,0,0,0.00,Female,Somewhere on the Coast,,,2008-06-04,2008-07-09 16:23:00,0.0,0,0
Alpha_Norwegium,94785,4,508,11,29,726,152.03,Male,Norway,1991-11-26,,2008-09-14,2018-05-15 00:48:07,7.23,29,9409
bluegurl,145208,0,2,0,0,0,0.87,,,,,2009-02-01,2009-11-01 08:00:00,8.0,0,52
SaimonasSako,149473,0,10,0,1,0,7.51,,,,,2009-02-13,2009-11-16 10:28:00,6.27,0,443
xChibiCupcake,176509,6,11,0,0,3,4.22,Female,Up North :),,,2009-04-29,2009-07-14 12:24:00,8.0,0,257
Moondesu,21891,1,76,2,13,0,20.13,Female,,1987-06-11,,2007-11-14,2011-12-17 17:51:00,7.06,1,1166
Tanda,1844688,43,845,10,52,419,246.69,Male,"Hessen, Germany",,,2012-12-02,2017-10-15 13:32:00,5.94,103,14793
HalfMoonRising,5934536,7,19,3,4,28,6.24,Female,Texas,1997-01-20,,2016-12-28,1900-02-14 21:36:00,9.75,0,366
ryuuzaki-san,6102046,8,106,0,1,92,87.12,Male,Malaysia,1993-12-10,,2017-03-12,2018-05-18 10:03:03,7.11,10,5385
Artemis404,283308,0,0,0,0,1,0.00,Female,"Duri, Indonesia",1990-02-03,,2010-01-16,2010-08-09 23:50:00,0.0,0,0
LethargicMars,324064,17,79,1,2,48,31.43,Female,"Cambridge, UK",,,2010-05-03,2014-04-29 11:06:00,7.02,6,1907
hime_of_fate,21542,6,46,9,5,39,34.50,Female,"England, Cheshire",1985-03-01,,2007-11-12,2010-03-09 11:05:00,7.46,10,2039
CalrenK,6484155,9,53,0,1,9,16.74,Non-Binary,,,,2017-08-15,1900-05-06 17:40:00,8.7,0,1001
rizu-chan,80922,19,22,1,5,1,16.80,Female,,1989-11-11,,2008-07-29,2017-10-03 16:49:00,9.0,0,1001
vengeful,1300209,0,108,0,0,1,52.98,Female,neverland,1992-10-24,,2012-05-13,2013-02-06 04:06:00,7.69,0,3192
FateDreaming,3452843,7,151,0,12,8,47.72,Female,,,,2014-01-02,2016-06-04 23:57:00,6.37,0,2961
-RedGoddess-,5075466,1,141,2,3,36,58.63,Female,,1999-03-01,,2015-12-25,1900-05-02 21:15:00,6.65,0,3499
33uy,296782,5,20,12,2,26,6.06,,,,,2010-02-20,2010-07-28 13:07:00,7.4,14,364
Bigt_avm,55895,12,89,16,2,40,44.51,Male,Leicester,1989-06-17,,2008-04-25,2015-07-10 19:18:00,8.03,0,2635
Null_Account,2051837,20,159,5,4,45,66.77,,,1996-01-01,,2013-01-17,2015-04-07 02:54:00,8.74,5,3880
Widar-kun,469210,15,376,0,2,12,118.65,Male,"Muenster, Germany",1985-10-27,,2011-04-03,2012-05-15 14:10:00,7.27,0,7274
AceJunior,3546567,85,559,3,0,104,231.19,Male,,,,2014-02-02,2018-05-18 10:03:21,8.33,1,16293
Yukari-chan12,122880,1,102,3,0,4,34.31,Female,Somewhere in the Philippines,1993-05-12,,2008-12-11,2013-10-17 08:23:00,8.34,0,2080
Alcov,671003,15,80,13,8,122,48.59,Male,Australia,1993-10-25,,2011-09-30,1900-03-16 07:18:00,6.89,9,2901
xXx-aniME-xXx,231088,0,1,0,0,0,0.20,,,1995-12-04,,2009-09-07,2010-08-20 06:07:00,9.0,0,12
Terin,49442,3,65,13,13,3,44.56,Male,"Chandler, Arizona",1990-01-29,,2008-04-07,2009-08-14 06:03:00,7.1,22,2652
0Pluszak0,5778159,9,157,0,2,94,51.08,Female,,,,2016-10-18,1900-03-25 03:09:00,7.48,0,2997
Dimmie,118758,14,34,6,4,10,17.73,Female,,1983-01-01,,2008-11-29,2016-10-27 17:21:00,6.7,6,1018
Leon07,5037170,22,237,46,5,221,126.81,Male,Kerala,,,2015-12-07,1900-05-02 03:28:00,7.71,26,7698
Yuuku,183482,5,274,11,22,26,78.92,Female,"Vilnius, Lithuania",1993-04-08,,2009-05-17,1900-05-07 09:54:00,8.22,12,4775
picul,1222043,3,109,2,2,57,51.99,,,,,2012-03-30,2015-04-22 03:21:00,7.04,0,3070
Karpat,3985309,15,408,9,5,42,93.27,,,,,2014-08-02,1900-02-20 10:39:00,7.19,21,5733
Sotreslast24,5415266,3,737,7,75,149,215.22,Male,"Nuevo Laredo,Tamaulipas",1995-07-24,,2016-05-17,1900-05-09 20:55:00,6.08,103,12853
CohoJET,4613062,21,109,10,17,43,33.61,Male,"Apatity, Russia",1995-12-18,,2015-05-13,1900-05-13 18:26:00,7.58,8,1965
CHaase,4983109,4,200,37,24,150,136.46,Female,,1994-03-02,,2015-11-08,1900-02-26 04:15:00,6.81,2,9108
BlackxPearl,534965,16,240,7,7,24,67.82,Male,,,,2011-08-04,1900-03-11 06:27:00,7.3,0,3989
shells,2115289,7,8,0,0,94,3.75,Female,,,,2013-01-31,2013-12-19 17:26:00,0.0,0,215
Kira_Asakura,549601,4,217,4,7,3,64.89,Female,,1992-04-13,,2011-08-19,2017-09-12 12:14:00,10.0,0,3958
zzs,153384,3,64,19,12,157,41.92,Female,United States,1993-03-22,,2009-02-24,2015-07-26 17:17:00,7.57,0,2489
SiaAna,6409170,10,165,11,2,117,53.90,Female,"Buenos Aires, Argentina",1984-03-26,,2017-07-17,2018-05-16 11:27:48,8.29,0,4257
UKBrocks,6105510,22,224,6,0,24,56.22,,,,,2017-03-14,1900-05-16 09:16:00,9.97,0,3392
Hahalollawl,2519219,0,54,40,0,78,21.10,Male,,1990-01-01,,2013-05-03,2017-01-11 08:30:00,8.36,0,1257
Temptii,3151271,2,114,0,0,10,35.52,,,,,2013-09-13,1900-01-18 03:19:00,7.85,0,2123
HiyoshiBR,5710957,13,154,8,13,30,87.32,Male,"Pernambuco, Brasil",1998-11-18,,2016-09-20,2018-05-16 09:42:44,7.51,2,5301
mdlkxzmcp,211580,22,252,39,9,757,97.40,Male,Kraków,1996-09-19,,2009-07-22,1900-04-21 20:19:00,7.74,51,5837
bends,88458,3,307,1,125,18,80.49,Male,,1988-05-23,,2008-08-23,1900-05-05 01:57:00,7.31,0,4623
bankotsu_rocks,1121827,0,3,0,0,0,4.21,Male,,1996-03-03,,2012-01-27,2012-03-30 03:14:00,9.5,0,255
aine1810,59440,13,215,2,8,195,110.08,Female,In My Dreams ^^,1980-10-18,,2008-05-10,2017-09-18 06:04:00,8.71,29,6482
srh,302118,0,3,0,0,0,0.86,Female,,1994-08-17,,2010-03-07,2011-03-22 16:05:00,0.0,0,48
sunsets-daughter,4986175,13,114,9,8,26,54.09,,,,,2015-11-10,2018-05-18 04:03:54,6.67,0,3190
Skiddles1357,155524,4,37,5,4,17,24.83,,,,,2009-03-02,2010-06-14 17:16:00,7.8,0,1448
DemonChris21,142676,3,454,0,0,46,94.14,Male,"Siemianowice Śląskie, Poland",1986-02-27,,2009-01-25,1900-04-18 12:18:00,7.65,0,5504
Shuhan,1338791,21,869,6,4,379,128.83,Male,"Chicago, Illinois ",1993-04-21,,2012-06-09,1900-05-16 18:45:00,7.36,18,7758
syanez,98940,10,42,3,7,16,20.10,Female,Thailand,1987-04-26,,2008-09-26,2016-12-06 07:07:00,8.25,0,1191
Felchenerow,152882,37,294,3,0,494,103.53,Male,Reading Manga In New York,,,2009-02-23,2018-05-16 07:57:31,9.21,50,6058
Felda,128268,6,335,6,3,17,150.23,Male,In your basement!,1992-06-27,,2008-12-28,1900-03-04 08:11:00,6.77,3,8912
kyoko-chan,69014,8,53,0,0,1,27.35,Female,,1993-12-10,,2008-06-16,2016-09-15 03:23:00,9.1,0,1596
AnimeFanGina,2524765,87,432,62,25,662,171.08,Female,,,,2013-05-05,1900-03-20 16:30:00,6.56,0,10237
makotohadou,47009,32,225,3,27,16,99.38,,,,,2008-04-01,1900-04-21 13:50:00,8.25,0,5954
Bubito,3154779,0,352,0,0,145,73.66,Male,"Concepción, Chile",1999-03-29,,2013-09-14,1900-04-22 14:02:00,7.8,34,4492
sukidakaraaa,1626531,1,29,3,0,2,12.80,Male,"Pamulang, Tangerang",1993-02-03,,2012-10-12,2013-09-19 02:33:00,7.78,0,764
Cristhor98,5759703,290,33,3,6,11,14.56,,,,,2016-10-10,1900-05-14 11:44:00,7.15,0,871
Lyorek,4170919,14,149,9,7,57,60.01,Male,,,,2014-10-12,2018-05-13 16:34:00,7.91,0,3564
Celestz,100054,16,172,2,0,47,61.10,Male,Ayala,1987-04-02,,2008-09-30,2015-01-18 18:42:00,8.55,21,3678
mg4091,192386,7,61,1,13,6,22.62,Male,"Heythuysen, Netherlands",1991-04-06,,2009-06-10,1900-05-03 06:00:00,8.19,0,1343
thomti,6939335,4,34,0,0,53,6.82,,,,,2018-01-29,2018-05-18 06:04:17,7.5,0,409
Melonenbrot,150483,31,181,31,25,25,63.87,Female,Germany,1993-02-20,,2009-02-16,1900-05-15 17:51:00,7.4,10,3858
Spiderman1515,402613,13,69,4,3,3,51.41,Male,,1990-09-12,,2010-10-31,2016-06-08 19:41:00,8.38,0,3075
Sixshot,154619,4,628,13,29,14,176.35,,Finland,1990-07-08,,2009-02-28,1900-05-14 06:10:00,7.84,10,10673
hikarichan20,142188,5,24,0,6,0,19.90,Female,"Chicago, Illinois",1984-09-21,,2009-01-23,2010-06-04 19:09:00,8.09,38,1119
Merlinio,341232,93,292,0,10,21,116.14,,,,,2010-06-14,2017-11-28 06:36:00,5.99,0,6820
Muda,297,6,324,8,31,4,111.47,Male,"Hamilton, Ontario",,,2006-03-20,2014-03-13 22:35:00,6.46,0,6539
animefanuk1987,433944,41,46,2,7,54,19.61,Male,"Lancaster,uk",1987-04-04,,2011-01-12,2018-05-15 16:46:26,8.82,3,1194
Ryen,1475853,1,15,0,0,1,5.69,,,,,2012-08-24,2013-01-30 17:04:00,8.25,0,346
Azathoth77,5281326,144,331,0,0,444,45.22,Male,Spain,1995-08-03,,2016-03-22,2018-05-14 21:15:02,8.17,0,3102
luc_chan,436497,8,177,0,7,15,56.41,Female,,1995-01-21,,2011-01-17,2015-06-16 17:16:00,7.0,0,3441
Kynatosh,6745520,14,60,3,3,47,34.57,,,,,2017-11-19,1900-05-12 21:46:00,8.35,0,2050
cowboybebopbop,4024245,21,213,0,1,113,63.91,Female,Ireland,1998-04-13,,2014-08-16,1900-05-16 13:49:00,8.37,0,3694
Meme2Sai,59625,9,67,5,3,19,26.30,Female,,1990-12-28,,2008-05-11,2010-05-23 06:24:00,8.44,0,1553
linx_sr,131031,8,447,0,0,34,95.70,Male,"Skopje, Macedonia",1989-03-21,,2009-01-04,1900-04-23 12:06:00,7.61,21,5447
DouglasRai07,1404099,10,15,3,1,176,12.47,,,,,2012-07-18,2016-01-15 09:57:00,8.29,0,758
iateyourgoldfish,96184,13,40,0,1,24,14.57,,Calgary,1995-06-01,,2008-09-19,2010-07-05 13:46:00,0.0,0,861
night_rain,219741,2,46,22,4,44,30.73,Female,Here and there.,,,2009-08-11,2011-07-04 00:36:00,8.2,0,1834
Sujoy,6411868,14,72,2,6,24,68.30,Male,"Kolkata, India",1999-10-28,,2017-07-18,1900-02-03 09:55:00,8.36,0,5465
thor123422,34821,6,73,2,3,38,68.68,Male,"Wheatland, Missouri",1991-10-23,,2008-01-31,2016-04-10 14:01:00,7.39,34,4042
YaPaKo,122293,23,678,7,12,17,273.72,,,,,2008-12-10,2017-05-25 01:40:00,8.38,0,16284
SuddenJami,2524589,15,243,11,2,112,72.52,Female,Tellius,,,2013-05-04,2016-07-20 18:22:00,7.95,0,4337
Mutato,16523,14,138,4,6,10,36.52,Male,Dorset,1987-04-15,,2007-10-09,2016-11-25 05:23:00,7.8,0,2087
escherichia,266679,0,0,0,0,0,0.00,,,,,2009-12-06,2012-08-04 14:47:00,0.0,0,0
retina,306713,3,311,5,11,13,102.04,Male,"Bucharest, Romania",1993-05-29,,2010-03-21,1900-05-09 14:16:00,8.15,7,6072
Reiver,48876,9,189,21,17,34,92.38,Male,Portugal,1987-09-19,,2008-04-06,2016-08-14 06:19:00,7.72,0,5518
shunted,7624,6,10,1,5,1,11.59,,,,,2007-07-16,2008-03-24 15:03:00,9.0,0,696
Nisemon,4626,4,90,17,8,51,32.31,Male,Canada,1991-12-13,,2007-05-22,2014-07-04 23:37:00,8.86,0,1909
SweetJoJoAh,246887,6,243,5,21,94,94.33,Female,Belgium,1994-01-13,,2009-10-15,1900-05-13 06:20:00,8.59,37,5649
SaiZaro,1247023,1129,0,0,0,0,0.08,Male,GOTT (Galactic Organization of Trade and Tariffs),,,2012-04-12,2015-10-10 11:45:00,7.0,0,18
notjamesfranco24,6021595,40,68,25,4,36,15.73,Male,,1999-01-17,,2017-01-31,1900-05-12 01:06:00,8.87,0,963
EndlessVarieties,1987404,0,0,0,0,0,0.00,,,,,2013-01-04,2013-02-01 10:15:00,0.0,0,0
broly666,114295,0,0,0,0,0,0.00,,,,,2008-11-14,2010-10-12 10:51:00,0.0,0,0
Pristinz,4729874,18,127,17,0,168,45.62,Female,~Aus~,,,2015-07-08,1900-05-12 02:48:00,6.94,7,2690
Ann11355,192811,5,41,1,2,3,27.77,,,1993-11-15,,2009-06-11,2017-10-06 09:08:00,9.0,0,1655
Infernos,168171,52,1656,58,24,30,919.01,Male,Czestochowa,1989-05-10,,2009-04-08,2018-05-14 21:26:34,7.47,2607,56121
SenseiDaichi,6522371,16,106,15,2,124,24.97,Male,,,,2017-08-31,2018-05-18 11:28:17,7.44,1,1506
emperorbma,145854,3,103,11,0,0,38.37,Male,,1984-05-28,,2009-02-02,2010-09-05 23:53:00,7.7,0,2271
Chrissu,170615,17,102,5,3,8,57.92,Female,"Bucharest , Romania",1996-10-24,,2009-04-14,2012-03-23 12:05:00,9.5,0,3520
Bumzyman,4858656,10,70,0,0,65,31.44,Male,,,,2015-09-05,2017-08-11 12:08:00,8.61,0,1931
LennethValkyrie,216201,129,349,24,71,55,158.74,Female,FRANCE,,,2009-08-04,2018-05-18 08:05:24,6.42,0,9509
AkitoKazuki,4503218,15,251,1,0,64,45.61,Male,1871,1998-12-01,,2015-03-15,2018-05-18 01:05:26,7.12,0,2792
lilgirlii,225652,90,74,1,0,23,22.75,Female,netherlands,1995-10-09,,2009-08-25,1900-02-22 11:13:00,8.44,0,1321
Kinguzzo,22409,0,4,0,0,0,7.81,Male,,,,2007-11-18,2008-04-28 10:32:00,9.67,0,474
ApocalypseLater,3974939,0,118,3,42,63,38.20,Male,"Charlotte, North Carolina",1995-12-11,,2014-07-29,1900-01-21 14:47:00,7.28,27,2537
Pichigaru,70752,5,145,0,0,1,130.06,,,,,2008-06-23,2015-12-28 05:31:00,8.69,253,7349
TheLastBurger,166169,11,28,0,1,8,18.19,Male,,1989-05-24,,2009-04-03,2010-11-10 09:11:00,8.21,0,1080
leeadelinelf,6733082,1,5,0,0,0,0.97,Female,,1995-07-28,,2017-11-13,2017-11-13 13:01:00,10.0,0,57
Nikooru,112536,18,280,2,5,85,91.97,Female,"Sofia,Bulgaria",1995-04-25,,2008-11-08,2017-12-05 12:19:00,8.25,0,5514
PsyAlucard,120495,8,36,0,0,0,28.96,Male,Sâo Paulo,1991-02-04,,2008-12-04,2016-03-13 16:44:00,9.42,0,1723
Jennie,62902,0,1,0,0,0,0.59,Female,,,,2008-05-23,2008-05-23 06:13:00,10.0,0,37
Itasakuqueen,107557,0,0,0,0,0,0.00,,,,,2008-10-23,2008-11-18 01:47:00,0.0,0,0
jensx,3738655,8,94,3,36,504,35.19,Female,,1999-03-14,,2014-04-29,2016-01-13 17:38:00,8.79,0,2143
GurrenLeader1990,491930,13,175,7,14,37,156.71,Male,"Eden, NC",1990-03-17,,2011-05-28,2017-06-27 09:51:00,7.35,67,9248
_Kazunari,242220,0,97,22,15,114,25.89,Female,MariLand; Russia.,,,2009-10-04,2017-03-15 07:00:00,8.86,0,1544
SaadatMubasshir,1492617,1,241,4,5,136,82.24,Male,"Dhaka, Bangladesh",1995-02-25,,2012-09-02,1900-05-07 10:17:00,7.56,22,4839
broandgar,2464383,3,530,0,0,18,127.70,Male,Philippines,,,2013-04-20,2018-05-14 16:00:31,7.74,0,7699
burstintoflames,355320,46,217,63,10,90,41.20,Male,"Aberdeen, UK",1988-08-11,,2010-07-14,1900-05-01 13:52:00,7.28,16,2552
Boca_Del_Lobo,461861,4,18,4,0,0,39.22,Male,,1994-10-14,,2011-03-15,2014-09-03 22:37:00,7.65,2,2349
PeregrinTook,3699131,13,31,1,2,2,36.77,Male,"Stockholm, Sweden 937",1998-10-09,,2014-04-13,1900-04-10 10:15:00,7.0,2,2219
popiz,401483,2,16,0,1,1,56.31,Male,"Santa Fe, New Mexico",1993-06-30,,2010-10-28,2011-03-20 16:25:00,8.15,8,3377
ALEOSO,3632439,9,218,11,36,148,80.79,Male,Argentina,1990-08-26,,2014-03-14,1900-03-31 20:35:00,7.99,0,4855
Ashley_Mei,4955588,27,26,4,1,5,10.04,Female,"Aveiro, Portugal",2002-05-06,,2015-10-25,1900-05-15 07:19:00,8.8,0,601
DNF,45988,20,308,12,105,27,95.49,Male,,,,2008-03-27,2014-05-03 03:11:00,6.71,7,6839
Anadriell,77471,4,71,1,0,0,47.85,Female,Tychy (Poland),,,2008-07-17,2009-12-29 09:48:00,8.63,0,2862
BatStark,3005611,8,141,7,26,15,72.17,Male,Spain,,,2013-08-07,1900-04-08 13:22:00,7.52,0,4186
RedPerry,5842479,12,55,0,3,50,15.69,Female,,,,2016-11-16,2018-05-17 01:59:00,7.96,0,964
sonn_e,1040425,6,148,0,18,32,65.47,Female,"Mato Grosso do Sul, Brasil",1993-03-01,,2011-12-04,1900-04-09 00:14:00,8.04,9,3960
DragonShiryu2,5780079,4,11,0,1,72,11.97,Male,Canada,1995-01-01,,2016-10-18,1900-04-20 00:47:00,8.86,0,705
indyelmo0902,60654,10,77,2,0,153,41.87,Female,"Littleton, Colorado",1989-09-02,,2008-05-15,2016-03-30 21:02:00,8.71,1,2488
COURTNEYVIOLET,6467062,2,39,11,3,80,14.03,,,,,2017-08-08,1900-05-16 05:29:00,7.77,0,858
DeathlyShadows,205966,1,8,0,0,0,5.34,,,,,2009-07-11,2009-11-21 09:40:00,10.0,0,318
SUki_LOve,285064,9,15,1,0,2,8.04,Female,"Clevland, OH",1993-05-26,,2010-01-20,2010-03-20 20:25:00,8.2,3,471
Kaze_no_Hime,81795,2,211,5,6,2,67.74,Male,"Bulgaria, Sofia",1990-06-13,,2008-08-01,2012-05-13 10:09:00,7.72,15,3890
aninceto_A,225701,4,39,2,0,30,19.48,Female,,,,2009-08-25,2010-02-11 11:25:00,10.0,0,1160
teelaPL,64280,13,652,69,139,108,220.60,Female,"Poland, Cracow",,,2008-05-28,1900-05-12 09:23:00,7.15,4,13895
